country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode,ktcode
United States,2008,incgap5,2,858,1026,296,1982,2014,incgap5_gt2,2,33,11,35,73
United States,2008,incgap5,3,638,1026,296,1982,2014,incgap5_gt3,2,33,11,36,73
United States,2008,incgap5,4,237,1026,296,1982,2014,incgap5_gt4,2,33,11,37,73
United States,2008,gov.res7,1,2326,2847,296,1982,2014,gov.res7_gt1,2,33,20,65,73
United States,2008,gov.res7,2,2101,2847,296,1982,2014,gov.res7_gt2,2,33,20,66,73
United States,2008,gov.res7,3,1799,2847,296,1982,2014,gov.res7_gt3,2,33,20,67,73
United States,2008,gov.res7,4,1295,2847,296,1982,2014,gov.res7_gt4,2,33,20,68,73
United States,2008,gov.res7,5,803,2847,296,1982,2014,gov.res7_gt5,2,33,20,69,73
United States,2008,gov.res7,6,534,2847,296,1982,2014,gov.res7_gt6,2,33,20,70,73
United States,2010,gov.res5,1,2283,2878,296,1982,2014,gov.res5_gt1,2,35,5,11,75
United States,2010,gov.res5,2,1368,2878,296,1982,2014,gov.res5_gt2,2,35,5,12,75
United States,2010,gov.res5,3,889,2878,296,1982,2014,gov.res5_gt3,2,35,5,13,75
United States,2010,gov.res5,4,207,2878,296,1982,2014,gov.res5_gt4,2,35,5,14,75
United States,2010,taxshare5,1,1519,1522,296,1982,2014,taxshare5_gt1,2,35,6,15,75
United States,2010,taxshare5,2,1485,1522,296,1982,2014,taxshare5_gt2,2,35,6,16,75
United States,2010,taxshare5,3,928,1522,296,1982,2014,taxshare5_gt3,2,35,6,17,75
United States,2010,taxshare5,4,261,1522,296,1982,2014,taxshare5_gt4,2,35,6,18,75
United States,2010,incgap5,1,1455,1512,296,1982,2014,incgap5_gt1,2,35,11,34,75
United States,2010,incgap5,2,1248,1512,296,1982,2014,incgap5_gt2,2,35,11,35,75
United States,2010,incgap5,3,976,1512,296,1982,2014,incgap5_gt3,2,35,11,36,75
United States,2010,incgap5,4,415,1512,296,1982,2014,incgap5_gt4,2,35,11,37,75
United States,2010,gov.res7,1,1143,1359,296,1982,2014,gov.res7_gt1,2,35,20,65,75
United States,2010,gov.res7,2,1036,1359,296,1982,2014,gov.res7_gt2,2,35,20,66,75
United States,2010,gov.res7,3,823,1359,296,1982,2014,gov.res7_gt3,2,35,20,67,75
United States,2010,gov.res7,4,579,1359,296,1982,2014,gov.res7_gt4,2,35,20,68,75
United States,2010,gov.res7,5,360,1359,296,1982,2014,gov.res7_gt5,2,35,20,69,75
United States,2010,gov.res7,6,257,1359,296,1982,2014,gov.res7_gt6,2,35,20,70,75
United States,2011,incent10,1,2015,2192,296,1982,2014,incent10_gt1,2,36,12,38,76
United States,2011,incent10,2,1913,2192,296,1982,2014,incent10_gt2,2,36,12,39,76
United States,2011,incent10,3,1645,2192,296,1982,2014,incent10_gt3,2,36,12,40,76
United States,2011,incent10,4,1384,2192,296,1982,2014,incent10_gt4,2,36,12,41,76
United States,2011,incent10,5,1070,2192,296,1982,2014,incent10_gt5,2,36,12,42,76
United States,2011,incent10,6,661,2192,296,1982,2014,incent10_gt6,2,36,12,43,76
United States,2011,incent10,7,487,2192,296,1982,2014,incent10_gt7,2,36,12,44,76
United States,2011,incent10,8,313,2192,296,1982,2014,incent10_gt8,2,36,12,45,76
United States,2011,incent10,9,206,2192,296,1982,2014,incent10_gt9,2,36,12,46,76
United States,2012,gov.res7,1,1132,1324,296,1982,2014,gov.res7_gt1,2,37,20,65,77
United States,2012,gov.res7,2,1045,1324,296,1982,2014,gov.res7_gt2,2,37,20,66,77
United States,2012,gov.res7,3,897,1324,296,1982,2014,gov.res7_gt3,2,37,20,67,77
United States,2012,gov.res7,4,658,1324,296,1982,2014,gov.res7_gt4,2,37,20,68,77
United States,2012,gov.res7,5,450,1324,296,1982,2014,gov.res7_gt5,2,37,20,69,77
United States,2012,gov.res7,6,318,1324,296,1982,2014,gov.res7_gt6,2,37,20,70,77
United States,2014,gov.res7,1,1413,1671,296,1982,2014,gov.res7_gt1,2,39,20,65,79
United States,2014,gov.res7,2,1291,1671,296,1982,2014,gov.res7_gt2,2,39,20,66,79
United States,2014,gov.res7,3,1049,1671,296,1982,2014,gov.res7_gt3,2,39,20,67,79
United States,2014,gov.res7,4,774,1671,296,1982,2014,gov.res7_gt4,2,39,20,68,79
United States,2014,gov.res7,5,524,1671,296,1982,2014,gov.res7_gt5,2,39,20,69,79
United States,2014,gov.res7,6,367,1671,296,1982,2014,gov.res7_gt6,2,39,20,70,79
Germany,1976,import4,1,872,959,255,1976,2014,import4_gt1,3,1,1,1,81
Germany,1976,import4,2,626,959,255,1976,2014,import4_gt2,3,1,1,2,81
Germany,1976,import4,3,298,959,255,1976,2014,import4_gt3,3,1,1,3,81
Germany,1977,import4,1,881,971,255,1976,2014,import4_gt1,3,2,1,1,82
Germany,1977,import4,2,658,971,255,1976,2014,import4_gt2,3,2,1,2,82
Germany,1977,import4,3,337,971,255,1976,2014,import4_gt3,3,2,1,3,82
Germany,1978,import4,1,814,922,255,1976,2014,import4_gt1,3,3,1,1,83
Germany,1978,import4,2,582,922,255,1976,2014,import4_gt2,3,3,1,2,83
Germany,1978,import4,3,306,922,255,1976,2014,import4_gt3,3,3,1,3,83
Germany,1979,effort4,1,906,948,255,1976,2014,effort4_gt1,3,4,2,4,84
Germany,1979,effort4,2,762,948,255,1976,2014,effort4_gt2,3,4,2,5,84
Germany,1979,effort4,3,310,948,255,1976,2014,effort4_gt3,3,4,2,6,84
Germany,1981,effort4,1,810,875,255,1976,2014,effort4_gt1,3,6,2,4,86
Germany,1981,effort4,2,668,875,255,1976,2014,effort4_gt2,3,6,2,5,86
Germany,1981,effort4,3,266,875,255,1976,2014,effort4_gt3,3,6,2,6,86
Germany,1981,free.eq2,1,509,997,255,1976,2014,free.eq2_gt1,3,6,3,7,86
Germany,1983,import4,1,958,1002,255,1976,2014,import4_gt1,3,8,1,1,88
Germany,1983,import4,2,798,1002,255,1976,2014,import4_gt2,3,8,1,2,88
Germany,1983,import4,3,354,1002,255,1976,2014,import4_gt3,3,8,1,3,88
Germany,1983,effort4,1,972,987,255,1976,2014,effort4_gt1,3,8,2,4,88
Germany,1983,effort4,2,806,987,255,1976,2014,effort4_gt2,3,8,2,5,88
Germany,1983,effort4,3,281,987,255,1976,2014,effort4_gt3,3,8,2,6,88
Germany,1984,incent4,1,2372,2829,255,1976,2014,incent4_gt1,3,9,8,23,89
Germany,1984,incent4,2,1266,2829,255,1976,2014,incent4_gt2,3,9,8,24,89
Germany,1984,incent4,3,390,2829,255,1976,2014,incent4_gt3,3,9,8,25,89
Germany,1985,gov.res4,1,897,968,255,1976,2014,gov.res4_gt1,3,10,4,8,90
Germany,1985,gov.res4,2,652,968,255,1976,2014,gov.res4_gt2,3,10,4,9,90
Germany,1985,gov.res4,3,268,968,255,1976,2014,gov.res4_gt3,3,10,4,10,90
Germany,1985,gov.res5,1,928,1032,255,1976,2014,gov.res5_gt1,3,10,5,11,90
Germany,1985,gov.res5,2,825,1032,255,1976,2014,gov.res5_gt2,3,10,5,12,90
Germany,1985,gov.res5,3,582,1032,255,1976,2014,gov.res5_gt3,3,10,5,13,90
Germany,1985,gov.res5,4,304,1032,255,1976,2014,gov.res5_gt4,3,10,5,14,90
Germany,1985,taxshare5,1,1024,1025,255,1976,2014,taxshare5_gt1,3,10,6,15,90
Germany,1985,taxshare5,2,1024,1025,255,1976,2014,taxshare5_gt2,3,10,6,16,90
Germany,1985,taxshare5,3,920,1025,255,1976,2014,taxshare5_gt3,3,10,6,17,90
Germany,1985,taxshare5,4,390,1025,255,1976,2014,taxshare5_gt4,3,10,6,18,90
Germany,1987,taxshare5,1,1262,1267,255,1976,2014,taxshare5_gt1,3,12,6,15,92
Germany,1987,taxshare5,2,1250,1267,255,1976,2014,taxshare5_gt2,3,12,6,16,92
Germany,1987,taxshare5,3,1011,1267,255,1976,2014,taxshare5_gt3,3,12,6,17,92
Germany,1987,taxshare5,4,335,1267,255,1976,2014,taxshare5_gt4,3,12,6,18,92
Germany,1987,incent4,1,1017,1241,255,1976,2014,incent4_gt1,3,12,8,23,92
Germany,1987,incent4,2,284,1241,255,1976,2014,incent4_gt2,3,12,8,24,92
Germany,1987,incent4,3,96,1241,255,1976,2014,incent4_gt3,3,12,8,25,92
Germany,1987,grow5,1,1196,1260,255,1976,2014,grow5_gt1,3,12,10,30,92
Germany,1987,grow5,2,920,1260,255,1976,2014,grow5_gt2,3,12,10,31,92
Germany,1987,grow5,3,601,1260,255,1976,2014,grow5_gt3,3,12,10,32,92
Germany,1987,grow5,4,192,1260,255,1976,2014,grow5_gt4,3,12,10,33,92
Germany,1987,incgap5,1,1302,1324,255,1976,2014,incgap5_gt1,3,12,11,34,92
Germany,1987,incgap5,2,1177,1324,255,1976,2014,incgap5_gt2,3,12,11,35,92
Germany,1987,incgap5,3,1005,1324,255,1976,2014,incgap5_gt3,3,12,11,36,92
Germany,1987,incgap5,4,333,1324,255,1976,2014,incgap5_gt4,3,12,11,37,92
Germany,1988,import4,1,902,936,255,1976,2014,import4_gt1,3,13,1,1,93
Germany,1988,import4,2,760,936,255,1976,2014,import4_gt2,3,13,1,2,93
Germany,1988,import4,3,302,936,255,1976,2014,import4_gt3,3,13,1,3,93
Germany,1988,free.eq2,1,398,805,255,1976,2014,free.eq2_gt1,3,13,3,7,93
Germany,1988,incent4,1,2448,2868,255,1976,2014,incent4_gt1,3,13,8,23,93
Germany,1988,incent4,2,1246,2868,255,1976,2014,incent4_gt2,3,13,8,24,93
Germany,1988,incent4,3,452,2868,255,1976,2014,incent4_gt3,3,13,8,25,93
Germany,1990,free.eq2,1,911,2889,255,1976,2014,free.eq2_gt1,3,15,3,7,95
Germany,1990,gov.res4,1,3346,3582,255,1976,2014,gov.res4_gt1,3,15,4,8,95
Germany,1990,gov.res4,2,2477,3582,255,1976,2014,gov.res4_gt2,3,15,4,9,95
Germany,1990,gov.res4,3,1040,3582,255,1976,2014,gov.res4_gt3,3,15,4,10,95
Germany,1990,gov.res5,1,3596,3770,255,1976,2014,gov.res5_gt1,3,15,5,11,95
Germany,1990,gov.res5,2,3076,3770,255,1976,2014,gov.res5_gt2,3,15,5,12,95
Germany,1990,gov.res5,3,2307,3770,255,1976,2014,gov.res5_gt3,3,15,5,13,95
Germany,1990,gov.res5,4,706,3770,255,1976,2014,gov.res5_gt4,3,15,5,14,95
Germany,1990,taxshare5,1,3680,3687,255,1976,2014,taxshare5_gt1,3,15,6,15,95
Germany,1990,taxshare5,2,3665,3687,255,1976,2014,taxshare5_gt2,3,15,6,16,95
Germany,1990,taxshare5,3,3293,3687,255,1976,2014,taxshare5_gt3,3,15,6,17,95
Germany,1990,taxshare5,4,1589,3687,255,1976,2014,taxshare5_gt4,3,15,6,18,95
Germany,1990,incent10,1,2740,3315,255,1976,2014,incent10_gt1,3,15,12,38,95
Germany,1990,incent10,2,2428,3315,255,1976,2014,incent10_gt2,3,15,12,39,95
Germany,1990,incent10,3,1784,3315,255,1976,2014,incent10_gt3,3,15,12,40,95
Germany,1990,incent10,4,1461,3315,255,1976,2014,incent10_gt4,3,15,12,41,95
Germany,1990,incent10,5,1213,3315,255,1976,2014,incent10_gt5,3,15,12,42,95
Germany,1990,incent10,6,803,3315,255,1976,2014,incent10_gt6,3,15,12,43,95
Germany,1990,incent10,7,620,3315,255,1976,2014,incent10_gt7,3,15,12,44,95
Germany,1990,incent10,8,373,3315,255,1976,2014,incent10_gt8,3,15,12,45,95
Germany,1990,incent10,9,241,3315,255,1976,2014,incent10_gt9,3,15,12,46,95
Germany,1991,import4,1,1936,2012,255,1976,2014,import4_gt1,3,16,1,1,96
Germany,1991,import4,2,1680,2012,255,1976,2014,import4_gt2,3,16,1,2,96
Germany,1991,import4,3,895,2012,255,1976,2014,import4_gt3,3,16,1,3,96
Germany,1991,gov.res4,1,2515,2606,255,1976,2014,gov.res4_gt1,3,16,4,8,96
Germany,1991,gov.res4,2,2075,2606,255,1976,2014,gov.res4_gt2,3,16,4,9,96
Germany,1991,gov.res4,3,942,2606,255,1976,2014,gov.res4_gt3,3,16,4,10,96
Germany,1991,incent4,1,2426,2925,255,1976,2014,incent4_gt1,3,16,8,23,96
Germany,1991,incent4,2,1132,2925,255,1976,2014,incent4_gt2,3,16,8,24,96
Germany,1991,incent4,3,307,2925,255,1976,2014,incent4_gt3,3,16,8,25,96
Germany,1992,gov.res5,1,3069,3181,255,1976,2014,gov.res5_gt1,3,17,5,11,97
Germany,1992,gov.res5,2,2697,3181,255,1976,2014,gov.res5_gt2,3,17,5,12,97
Germany,1992,gov.res5,3,2334,3181,255,1976,2014,gov.res5_gt3,3,17,5,13,97
Germany,1992,gov.res5,4,872,3181,255,1976,2014,gov.res5_gt4,3,17,5,14,97
Germany,1992,taxshare5,1,3158,3162,255,1976,2014,taxshare5_gt1,3,17,6,15,97
Germany,1992,taxshare5,2,3136,3162,255,1976,2014,taxshare5_gt2,3,17,6,16,97
Germany,1992,taxshare5,3,2837,3162,255,1976,2014,taxshare5_gt3,3,17,6,17,97
Germany,1992,taxshare5,4,1086,3162,255,1976,2014,taxshare5_gt4,3,17,6,18,97
Germany,1992,grow5,1,2984,3094,255,1976,2014,grow5_gt1,3,17,10,30,97
Germany,1992,grow5,2,2520,3094,255,1976,2014,grow5_gt2,3,17,10,31,97
Germany,1992,grow5,3,1899,3094,255,1976,2014,grow5_gt3,3,17,10,32,97
Germany,1992,grow5,4,627,3094,255,1976,2014,grow5_gt4,3,17,10,33,97
Germany,1992,incgap5,1,3220,3234,255,1976,2014,incgap5_gt1,3,17,11,34,97
Germany,1992,incgap5,2,3069,3234,255,1976,2014,incgap5_gt2,3,17,11,35,97
Germany,1992,incgap5,3,2861,3234,255,1976,2014,incgap5_gt3,3,17,11,36,97
Germany,1992,incgap5,4,1304,3234,255,1976,2014,incgap5_gt4,3,17,11,37,97
Germany,1994,incent4,1,2709,3242,255,1976,2014,incent4_gt1,3,19,8,23,99
Germany,1994,incent4,2,1403,3242,255,1976,2014,incent4_gt2,3,19,8,24,99
Germany,1994,incent4,3,434,3242,255,1976,2014,incent4_gt3,3,19,8,25,99
Germany,1995,import4,1,2010,2042,255,1976,2014,import4_gt1,3,20,1,1,100
Germany,1995,import4,2,1810,2042,255,1976,2014,import4_gt2,3,20,1,2,100
Germany,1995,import4,3,944,2042,255,1976,2014,import4_gt3,3,20,1,3,100
Germany,1996,gov.res4,1,2976,3230,255,1976,2014,gov.res4_gt1,3,21,4,8,101
Germany,1996,gov.res4,2,2242,3230,255,1976,2014,gov.res4_gt2,3,21,4,9,101
Germany,1996,gov.res4,3,1046,3230,255,1976,2014,gov.res4_gt3,3,21,4,10,101
Germany,1996,gov.res5,1,2958,3224,255,1976,2014,gov.res5_gt1,3,21,5,11,101
Germany,1996,gov.res5,2,2475,3224,255,1976,2014,gov.res5_gt2,3,21,5,12,101
Germany,1996,gov.res5,3,1868,3224,255,1976,2014,gov.res5_gt3,3,21,5,13,101
Germany,1996,gov.res5,4,722,3224,255,1976,2014,gov.res5_gt4,3,21,5,14,101
Germany,1996,import2,1,2337,2531,255,1976,2014,import2_gt1,3,21,14,51,101
Germany,1997,incent10,1,1949,2012,255,1976,2014,incent10_gt1,3,22,12,38,102
Germany,1997,incent10,2,1903,2012,255,1976,2014,incent10_gt2,3,22,12,39,102
Germany,1997,incent10,3,1663,2012,255,1976,2014,incent10_gt3,3,22,12,40,102
Germany,1997,incent10,4,1393,2012,255,1976,2014,incent10_gt4,3,22,12,41,102
Germany,1997,incent10,5,1181,2012,255,1976,2014,incent10_gt5,3,22,12,42,102
Germany,1997,incent10,6,869,2012,255,1976,2014,incent10_gt6,3,22,12,43,102
Germany,1997,incent10,7,611,2012,255,1976,2014,incent10_gt7,3,22,12,44,102
Germany,1997,incent10,8,359,2012,255,1976,2014,incent10_gt8,3,22,12,45,102
Germany,1997,incent10,9,239,2012,255,1976,2014,incent10_gt9,3,22,12,46,102
Germany,1998,gov.res4,1,1862,1918,255,1976,2014,gov.res4_gt1,3,23,4,8,103
Germany,1998,gov.res4,2,1633,1918,255,1976,2014,gov.res4_gt2,3,23,4,9,103
Germany,1998,gov.res4,3,902,1918,255,1976,2014,gov.res4_gt3,3,23,4,10,103
Germany,1998,incent4,1,2549,2983,255,1976,2014,incent4_gt1,3,23,8,23,103
Germany,1998,incent4,2,1283,2983,255,1976,2014,incent4_gt2,3,23,8,24,103
Germany,1998,incent4,3,523,2983,255,1976,2014,incent4_gt3,3,23,8,25,103
Germany,1999,free.eq2,1,534,1654,255,1976,2014,free.eq2_gt1,3,24,3,7,104
Germany,1999,gov.res5,1,1360,1432,255,1976,2014,gov.res5_gt1,3,24,5,11,104
Germany,1999,gov.res5,2,1142,1432,255,1976,2014,gov.res5_gt2,3,24,5,12,104
Germany,1999,gov.res5,3,920,1432,255,1976,2014,gov.res5_gt3,3,24,5,13,104
Germany,1999,gov.res5,4,360,1432,255,1976,2014,gov.res5_gt4,3,24,5,14,104
Germany,1999,grow5,1,1258,1432,255,1976,2014,grow5_gt1,3,24,10,30,104
Germany,1999,grow5,2,792,1432,255,1976,2014,grow5_gt2,3,24,10,31,104
Germany,1999,grow5,3,440,1432,255,1976,2014,grow5_gt3,3,24,10,32,104
Germany,1999,grow5,4,159,1432,255,1976,2014,grow5_gt4,3,24,10,33,104
Germany,1999,incgap5,1,3398,3436,255,1976,2014,incgap5_gt1,3,24,11,34,104
Germany,1999,incgap5,2,3148,3436,255,1976,2014,incgap5_gt2,3,24,11,35,104
Germany,1999,incgap5,3,2694,3436,255,1976,2014,incgap5_gt3,3,24,11,36,104
Germany,1999,incgap5,4,1384,3436,255,1976,2014,incgap5_gt4,3,24,11,37,104
Germany,2.00E+03,gov.res5,1,1268,1380,255,1976,2014,gov.res5_gt1,3,25,5,11,105
Germany,2.00E+03,gov.res5,2,990,1380,255,1976,2014,gov.res5_gt2,3,25,5,12,105
Germany,2.00E+03,gov.res5,3,781,1380,255,1976,2014,gov.res5_gt3,3,25,5,13,105
Germany,2.00E+03,gov.res5,4,280,1380,255,1976,2014,gov.res5_gt4,3,25,5,14,105
Germany,2.00E+03,incent4,1,2850,3576,255,1976,2014,incent4_gt1,3,25,8,23,105
Germany,2.00E+03,incent4,2,1416,3576,255,1976,2014,incent4_gt2,3,25,8,24,105
Germany,2.00E+03,incent4,3,391,3576,255,1976,2014,incent4_gt3,3,25,8,25,105
Germany,2001,incgap5,1,1952,1955,255,1976,2014,incgap5_gt1,3,26,11,34,106
Germany,2001,incgap5,2,1901,1955,255,1976,2014,incgap5_gt2,3,26,11,35,106
Germany,2001,incgap5,3,1714,1955,255,1976,2014,incgap5_gt3,3,26,11,36,106
Germany,2001,incgap5,4,850,1955,255,1976,2014,incgap5_gt4,3,26,11,37,106
Germany,2002,redist2,1,1031,1742,255,1976,2014,redist2_gt1,3,27,15,52,107
Germany,2003,gov.res5,1,2752,2876,255,1976,2014,gov.res5_gt1,3,28,5,11,108
Germany,2003,gov.res5,2,2053,2876,255,1976,2014,gov.res5_gt2,3,28,5,12,108
Germany,2003,gov.res5,3,1537,2876,255,1976,2014,gov.res5_gt3,3,28,5,13,108
Germany,2003,gov.res5,4,360,2876,255,1976,2014,gov.res5_gt4,3,28,5,14,108
Germany,2004,gov.res5,1,2647,2778,255,1976,2014,gov.res5_gt1,3,29,5,11,109
Germany,2004,gov.res5,2,2093,2778,255,1976,2014,gov.res5_gt2,3,29,5,12,109
Germany,2004,gov.res5,3,1529,2778,255,1976,2014,gov.res5_gt3,3,29,5,13,109
Germany,2004,gov.res5,4,395,2778,255,1976,2014,gov.res5_gt4,3,29,5,14,109
Germany,2004,incent4,1,2356,2815,255,1976,2014,incent4_gt1,3,29,8,23,109
Germany,2004,incent4,2,1180,2815,255,1976,2014,incent4_gt2,3,29,8,24,109
Germany,2004,incent4,3,304,2815,255,1976,2014,incent4_gt3,3,29,8,25,109
Germany,2006,gov.res4,1,1429,1532,255,1976,2014,gov.res4_gt1,3,31,4,8,111
Germany,2006,gov.res4,2,1106,1532,255,1976,2014,gov.res4_gt2,3,31,4,9,111
Germany,2006,gov.res4,3,517,1532,255,1976,2014,gov.res4_gt3,3,31,4,10,111
Germany,2006,gov.res5,1,2743,2835,255,1976,2014,gov.res5_gt1,3,31,5,11,111
Germany,2006,gov.res5,2,2287,2835,255,1976,2014,gov.res5_gt2,3,31,5,12,111
Germany,2006,gov.res5,3,1721,2835,255,1976,2014,gov.res5_gt3,3,31,5,13,111
Germany,2006,gov.res5,4,483,2835,255,1976,2014,gov.res5_gt4,3,31,5,14,111
Germany,2006,incent10,1,1920,1961,255,1976,2014,incent10_gt1,3,31,12,38,111
Germany,2006,incent10,2,1862,1961,255,1976,2014,incent10_gt2,3,31,12,39,111
Germany,2006,incent10,3,1687,1961,255,1976,2014,incent10_gt3,3,31,12,40,111
Germany,2006,incent10,4,1507,1961,255,1976,2014,incent10_gt4,3,31,12,41,111
Germany,2006,incent10,5,1314,1961,255,1976,2014,incent10_gt5,3,31,12,42,111
Germany,2006,incent10,6,1006,1961,255,1976,2014,incent10_gt6,3,31,12,43,111
Germany,2006,incent10,7,768,1961,255,1976,2014,incent10_gt7,3,31,12,44,111
Germany,2006,incent10,8,428,1961,255,1976,2014,incent10_gt8,3,31,12,45,111
Germany,2006,incent10,9,240,1961,255,1976,2014,incent10_gt9,3,31,12,46,111
Germany,2008,free.eq2,1,818,1848,255,1976,2014,free.eq2_gt1,3,33,3,7,113
Germany,2008,gov.res5,1,2633,2708,255,1976,2014,gov.res5_gt1,3,33,5,11,113
Germany,2008,gov.res5,2,2196,2708,255,1976,2014,gov.res5_gt2,3,33,5,12,113
Germany,2008,gov.res5,3,1747,2708,255,1976,2014,gov.res5_gt3,3,33,5,13,113
Germany,2008,gov.res5,4,512,2708,255,1976,2014,gov.res5_gt4,3,33,5,14,113
Germany,2008,incent4,1,2480,3300,255,1976,2014,incent4_gt1,3,33,8,23,113
Germany,2008,incent4,2,1357,3300,255,1976,2014,incent4_gt2,3,33,8,24,113
Germany,2008,incent4,3,473,3300,255,1976,2014,incent4_gt3,3,33,8,25,113
Germany,2008,incent10,1,1984,2049,255,1976,2014,incent10_gt1,3,33,12,38,113
Germany,2008,incent10,2,1939,2049,255,1976,2014,incent10_gt2,3,33,12,39,113
Germany,2008,incent10,3,1782,2049,255,1976,2014,incent10_gt3,3,33,12,40,113
Germany,2008,incent10,4,1634,2049,255,1976,2014,incent10_gt4,3,33,12,41,113
Germany,2008,incent10,5,1519,2049,255,1976,2014,incent10_gt5,3,33,12,42,113
Germany,2008,incent10,6,1273,2049,255,1976,2014,incent10_gt6,3,33,12,43,113
Germany,2008,incent10,7,1057,2049,255,1976,2014,incent10_gt7,3,33,12,44,113
Germany,2008,incent10,8,726,2049,255,1976,2014,incent10_gt8,3,33,12,45,113
Germany,2008,incent10,9,390,2049,255,1976,2014,incent10_gt9,3,33,12,46,113
Germany,2008,future.red4,1,981,1003,255,1976,2014,future.red4_gt1,3,33,16,53,113
Germany,2008,future.red4,2,887,1003,255,1976,2014,future.red4_gt2,3,33,16,54,113
Germany,2008,future.red4,3,334,1003,255,1976,2014,future.red4_gt3,3,33,16,55,113
Germany,2009,grow4,1,1213,1500,255,1976,2014,grow4_gt1,3,34,17,56,114
Germany,2009,grow4,2,600,1500,255,1976,2014,grow4_gt2,3,34,17,57,114
Germany,2009,grow4,3,192,1500,255,1976,2014,grow4_gt3,3,34,17,58,114
Germany,2009,incgap4,1,1519,1532,255,1976,2014,incgap4_gt1,3,34,18,59,114
Germany,2009,incgap4,2,1419,1532,255,1976,2014,incgap4_gt2,3,34,18,60,114
Germany,2009,incgap4,3,959,1532,255,1976,2014,incgap4_gt3,3,34,18,61,114
Germany,2009,redist4,1,1443,1514,255,1976,2014,redist4_gt1,3,34,19,62,114
Germany,2009,redist4,2,1261,1514,255,1976,2014,redist4_gt2,3,34,19,63,114
Germany,2009,redist4,3,718,1514,255,1976,2014,redist4_gt3,3,34,19,64,114
Germany,2010,gov.res5,1,5362,5632,255,1976,2014,gov.res5_gt1,3,35,5,11,115
Germany,2010,gov.res5,2,4527,5632,255,1976,2014,gov.res5_gt2,3,35,5,12,115
Germany,2010,gov.res5,3,3692,5632,255,1976,2014,gov.res5_gt3,3,35,5,13,115
Germany,2010,gov.res5,4,1371,5632,255,1976,2014,gov.res5_gt4,3,35,5,14,115
Germany,2010,taxshare5,1,1345,1348,255,1976,2014,taxshare5_gt1,3,35,6,15,115
Germany,2010,taxshare5,2,1324,1348,255,1976,2014,taxshare5_gt2,3,35,6,16,115
Germany,2010,taxshare5,3,1135,1348,255,1976,2014,taxshare5_gt3,3,35,6,17,115
Germany,2010,taxshare5,4,400,1348,255,1976,2014,taxshare5_gt4,3,35,6,18,115
Germany,2010,incent4,1,2185,2747,255,1976,2014,incent4_gt1,3,35,8,23,115
Germany,2010,incent4,2,1076,2747,255,1976,2014,incent4_gt2,3,35,8,24,115
Germany,2010,incent4,3,318,2747,255,1976,2014,incent4_gt3,3,35,8,25,115
Germany,2010,incgap5,1,1351,1360,255,1976,2014,incgap5_gt1,3,35,11,34,115
Germany,2010,incgap5,2,1294,1360,255,1976,2014,incgap5_gt2,3,35,11,35,115
Germany,2010,incgap5,3,1219,1360,255,1976,2014,incgap5_gt3,3,35,11,36,115
Germany,2010,incgap5,4,713,1360,255,1976,2014,incgap5_gt4,3,35,11,37,115
Germany,2010,grow4,1,1253,1528,255,1976,2014,grow4_gt1,3,35,17,56,115
Germany,2010,grow4,2,672,1528,255,1976,2014,grow4_gt2,3,35,17,57,115
Germany,2010,grow4,3,251,1528,255,1976,2014,grow4_gt3,3,35,17,58,115
Germany,2010,incgap4,1,1554,1566,255,1976,2014,incgap4_gt1,3,35,18,59,115
Germany,2010,incgap4,2,1463,1566,255,1976,2014,incgap4_gt2,3,35,18,60,115
Germany,2010,incgap4,3,996,1566,255,1976,2014,incgap4_gt3,3,35,18,61,115
Germany,2010,redist4,1,1491,1552,255,1976,2014,redist4_gt1,3,35,19,62,115
Germany,2010,redist4,2,1365,1552,255,1976,2014,redist4_gt2,3,35,19,63,115
Germany,2010,redist4,3,798,1552,255,1976,2014,redist4_gt3,3,35,19,64,115
Germany,2012,gov.res5,1,2903,2944,255,1976,2014,gov.res5_gt1,3,37,5,11,117
Germany,2012,gov.res5,2,2550,2944,255,1976,2014,gov.res5_gt2,3,37,5,12,117
Germany,2012,gov.res5,3,2134,2944,255,1976,2014,gov.res5_gt3,3,37,5,13,117
Germany,2012,gov.res5,4,769,2944,255,1976,2014,gov.res5_gt4,3,37,5,14,117
Germany,2013,incent10,1,1968,2022,255,1976,2014,incent10_gt1,3,38,12,38,118
Germany,2013,incent10,2,1958,2022,255,1976,2014,incent10_gt2,3,38,12,39,118
Germany,2013,incent10,3,1876,2022,255,1976,2014,incent10_gt3,3,38,12,40,118
Germany,2013,incent10,4,1723,2022,255,1976,2014,incent10_gt4,3,38,12,41,118
Germany,2013,incent10,5,1557,2022,255,1976,2014,incent10_gt5,3,38,12,42,118
Germany,2013,incent10,6,1183,2022,255,1976,2014,incent10_gt6,3,38,12,43,118
Germany,2013,incent10,7,862,2022,255,1976,2014,incent10_gt7,3,38,12,44,118
Germany,2013,incent10,8,506,2022,255,1976,2014,incent10_gt8,3,38,12,45,118
Germany,2013,incent10,9,335,2022,255,1976,2014,incent10_gt9,3,38,12,46,118
Germany,2014,gov.res5,1,2977,3026,255,1976,2014,gov.res5_gt1,3,39,5,11,119
Germany,2014,gov.res5,2,2548,3026,255,1976,2014,gov.res5_gt2,3,39,5,12,119
